InicioUtcMs,FinUtcMsExclusivo,Open,High,Low,Close,Volume,MinutosEsperados,MinutosRecibidos,EsParcial
1704067200000,1704672000000,44179.55000000,45879.63000000,40750.00000000,43929.02000000,283313.18719000,10080,8640,True
1704672000000,1705276800000,43929.01000000,48969.48000000,41500.00000000,41732.35000000,470798.80434000,10080,10080,False
1705276800000,1705881600000,41732.35000000,43578.01000000,40280.00000000,41580.33000000,238486.27274000,10080,10080,False
1705881600000,1706486400000,41580.32000000,42842.68000000,38555.00000000,42031.06000000,274603.16207000,10080,10080,False
1706486400000,1707091200000,42031.05000000,43882.36000000,41804.88000000,42582.88000000,203036.61925000,10080,10080,False
1707091200000,1707696000000,42582.88000000,48592.66000000,42258.10000000,48299.99000000,262240.48357000,10080,10080,False
1707696000000,1708300800000,48300.00000000,52816.62000000,47710.01000000,52137.67000000,310862.30170000,10080,10080,False
1708300800000,1708905600000,52137.68000000,52985.00000000,50521.00000000,51728.85000000,223366.16186000,10080,10080,False
1708905600000,1709510400000,51728.85000000,64000.00000000,50901.44000000,63113.97000000,417907.83383000,10080,10080,False
1709510400000,1710115200000,63113.97000000,69990.00000000,59005.00000000,68955.88000000,481870.18178200,10080,10080,False
1710115200000,1710720000000,68955.88000000,73777.00000000,64533.00000000,68393.48000000,477496.91752000,10080,10080,False
1710720000000,1711324800000,68393.47000000,68956.00000000,60775.00000000,67209.99000000,409762.74414000,10080,10080,False
1711324800000,1711929600000,67210.00000000,71769.54000000,66385.06000000,71280.01000000,235409.95755000,10080,10080,False
1711929600000,1712534400000,71280.00000000,71288.23000000,64493.07000000,69360.39000000,274227.11488000,10080,10080,False
1712534400000,1713139200000,69360.38000000,72797.99000000,60660.57000000,65661.84000000,348008.31904000,10080,10080,False
1713139200000,1713744000000,65661.85000000,66867.07000000,59600.01000000,64941.15000000,312265.13225000,10080,10080,False
1713744000000,1714348800000,64941.15000000,67232.35000000,62391.24000000,63118.62000000,183902.50753000,10080,10080,False
1714348800000,1714953600000,63118.62000000,64734.00000000,56552.82000000,64012.00000000,298372.01720000,10080,10080,False
1714953600000,1715558400000,64012.00000000,65500.00000000,60187.12000000,61483.99000000,179712.75232000,10080,10080,False
1715558400000,1716163200000,61484.00000000,67700.00000000,60749.21000000,66274.01000000,195247.04901000,10080,10080,False
1716163200000,1716768000000,66274.00000000,71979.00000000,66060.31000000,68507.67000000,220708.83749000,10080,10080,False
1716768000000,1717372800000,68507.67000000,70687.56000000,66670.00000000,67765.63000000,158352.25614000,10080,10080,False
1717372800000,1717977600000,67765.62000000,71997.02000000,67612.48000000,69648.14000000,165061.19141000,10080,10080,False
1717977600000,1718582400000,69648.15000000,70195.94000000,65078.00000000,66676.87000000,174066.07718000,10080,10080,False
1718582400000,1719187200000,66676.86000000,67298.81000000,63178.32000000,63210.01000000,155589.33133000,10080,10080,False
1719187200000,1719792000000,63210.01000000,63369.80000000,58402.00000000,62772.01000000,177837.60164000,10080,10080,False
1719792000000,1720396800000,62772.01000000,63861.76000000,53485.93000000,55857.81000000,251967.61048000,10080,10080,False
1720396800000,1721001600000,55857.81000000,61420.69000000,54260.16000000,60797.91000000,190723.74928000,10080,10080,False
1721001600000,1721606400000,60797.91000000,68366.66000000,60632.30000000,68165.34000000,205198.52303000,10080,10080,False
1721606400000,1722211200000,68165.35000000,69399.99000000,63456.70000000,68249.88000000,177889.46168000,10080,10080,False
