InicioUtcMs,FinUtcMsExclusivo,Open,High,Low,Close,Volume,MinutosEsperados,MinutosRecibidos,EsParcial
1640563200000,1641168000000,46216.93000000,47990.00000000,46208.37000000,47286.18000000,37944.92365000,10080,2880,True
1641168000000,1641772800000,47286.18000000,47570.00000000,40501.00000000,41864.62000000,264331.61587000,10080,10080,False
1641772800000,1642377600000,41864.62000000,44500.00000000,39650.00000000,43071.66000000,232059.06969000,10080,10080,False
1642377600000,1642982400000,43071.66000000,43505.00000000,34008.00000000,36244.55000000,354513.98432000,10080,10080,False
1642982400000,1643587200000,36244.55000000,38919.98000000,32917.17000000,37881.76000000,353702.62639100,10080,10080,False
1643587200000,1644192000000,37881.75000000,42656.00000000,36250.00000000,42380.87000000,258946.95322000,10080,10080,False
1644192000000,1644796800000,42380.87000000,45821.00000000,41645.85000000,42053.66000000,301990.47877000,10080,10080,False
1644796800000,1645401600000,42053.65000000,44751.40000000,38000.00000000,38386.89000000,243150.46162000,10080,10080,False
1645401600000,1646006400000,38386.89000000,40348.45000000,34322.28000000,37699.07000000,412335.93267000,10080,10080,False
1646006400000,1646611200000,37699.08000000,45400.00000000,37450.17000000,38420.81000000,376417.07830000,10080,10080,False
1646611200000,1647216000000,38420.80000000,42594.06000000,37155.00000000,37777.34000000,374777.65361000,10080,10080,False
1647216000000,1647820800000,37777.35000000,42400.00000000,37555.00000000,41262.11000000,323399.67100000,10080,10080,False
1647820800000,1648425600000,41262.11000000,46999.00000000,40467.94000000,46827.76000000,315436.15044000,10080,10080,False
1648425600000,1649030400000,46827.76000000,48189.84000000,44200.00000000,46407.35000000,312053.15964000,10080,10080,False
1649030400000,1649635200000,46407.36000000,47200.00000000,41868.00000000,42158.85000000,268118.29111000,10080,10080,False
1649635200000,1650240000000,42158.85000000,42414.71000000,39200.00000000,39678.12000000,259281.04870000,10080,10080,False
1650240000000,1650844800000,39678.11000000,42976.00000000,38536.51000000,39450.13000000,283885.03637000,10080,10080,False
1650844800000,1651449600000,39450.12000000,40797.31000000,37386.38000000,38468.35000000,368444.26814000,10080,10080,False
1651449600000,1652054400000,38468.35000000,40023.77000000,33713.95000000,34038.40000000,419979.58290000,10080,10080,False
1652054400000,1652659200000,34038.39000000,34243.15000000,26700.00000000,31328.89000000,964223.84927400,10080,10080,False
1652659200000,1653264000000,31328.89000000,31328.90000000,28654.47000000,30293.94000000,375096.22376000,10080,10080,False
1653264000000,1653868800000,30293.93000000,30670.51000000,28019.56000000,29468.10000000,430508.71991000,10080,10080,False
1653868800000,1654473600000,29468.10000000,32399.00000000,29282.36000000,29919.21000000,422401.40352000,10080,10080,False
1654473600000,1655078400000,29919.20000000,31765.64000000,26560.00000000,26574.53000000,528925.48795900,10080,10080,False
1655078400000,1655683200000,26574.53000000,26895.84000000,17622.00000000,20574.00000000,1153717.63753700,10080,10080,False
1655683200000,1656288000000,20574.00000000,21888.00000000,19637.03000000,21038.07000000,570801.23178000,10080,10080,False
1656288000000,1656892800000,21038.08000000,21539.85000000,18626.00000000,19315.83000000,508544.13970000,10080,10080,False
1656892800000,1657497600000,19315.83000000,22527.37000000,19055.31000000,20862.47000000,1111996.98071000,10080,10080,False
1657497600000,1658102400000,20861.11000000,21684.54000000,18910.94000000,20798.16000000,1043685.76303000,10080,10080,False
1658102400000,1658707200000,20799.58000000,24276.74000000,20762.45000000,22579.68000000,1336219.23609000,10080,10080,False
1658707200000,1659312000000,22577.13000000,24668.00000000,20706.50000000,23293.32000000,1282264.24492000,10080,10080,False
1659312000000,1659916800000,23296.36000000,23647.68000000,22400.00000000,23174.39000000,951140.43388000,10080,10080,False
1659916800000,1660521600000,23174.39000000,25047.56000000,22664.69000000,24305.24000000,1251083.26468000,10080,10080,False
1660521600000,1661126400000,24305.25000000,25211.32000000,20761.90000000,21515.61000000,1402957.39876000,10080,10080,False
1661126400000,1661731200000,21516.70000000,21900.00000000,19520.00000000,19555.61000000,1343190.86000000,10080,10080,False
1661731200000,1662336000000,19555.61000000,20576.25000000,19540.00000000,20000.30000000,1527594.84529000,10080,10080,False
1662336000000,1662940800000,20000.30000000,21860.00000000,18510.77000000,21826.87000000,2146685.76233000,10080,10080,False
1662940800000,1663545600000,21826.87000000,22799.00000000,19320.01000000,19416.18000000,2218565.59694000,10080,10080,False
1663545600000,1664150400000,19417.45000000,19956.00000000,18125.98000000,18807.38000000,2285541.48793000,10080,10080,False
1664150400000,1664755200000,18809.13000000,20385.86000000,18471.28000000,19056.80000000,2777070.91238000,10080,10080,False
1664755200000,1665360000000,19057.74000000,20475.00000000,18959.68000000,19439.02000000,1690215.44019000,10080,10080,False
1665360000000,1665964800000,19439.96000000,19951.87000000,18190.00000000,19262.98000000,1666942.47921000,10080,10080,False
1665964800000,1666569600000,19262.98000000,19706.66000000,18650.00000000,19570.40000000,1439566.24878000,10080,10080,False
1666569600000,1667174400000,19570.40000000,21085.00000000,19157.00000000,20627.48000000,2026392.42105000,10080,10080,False
1667174400000,1667779200000,20627.48000000,21480.65000000,20031.24000000,20905.58000000,2205754.83045000,10080,10080,False
1667779200000,1668384000000,20905.58000000,21069.77000000,15588.00000000,16329.85000000,3234391.87393200,10080,10080,False
1668384000000,1668988800000,16331.78000000,17190.00000000,15815.21000000,16280.23000000,1626234.48043000,10080,10080,False
1668988800000,1669593600000,16279.50000000,16812.63000000,15476.00000000,16428.78000000,1561058.47958300,10080,10080,False
1669593600000,1670198400000,16428.77000000,17324.00000000,15995.27000000,17105.70000000,1572173.55626000,10080,10080,False
1670198400000,1670803200000,17106.65000000,17424.25000000,16678.83000000,17085.05000000,1443791.97519000,10080,10080,False
1670803200000,1671408000000,17085.05000000,18387.95000000,16527.32000000,16738.21000000,1511897.62621000,10080,10080,False
1671408000000,1672012800000,16739.00000000,17061.27000000,16256.30000000,16832.11000000,1148035.81471000,10080,10080,False
1672012800000,1672617600000,16832.11000000,16972.83000000,16333.00000000,16542.40000000,931756.37045000,10080,8640,True
