Timestamp,Open,High,Low,Close,Volume
1,100,100.23,98.20,98.66,500
2,98.66,98.87,98.56,98.75,500
3,98.75,100.66,97.99,100.23,500
4,100.23,101.82,100.01,101.45,500
5,101.45,102.07,100.27,100.48,500
6,100.48,101.33,99.73,100.53,500
7,100.53,102.14,100.23,101.58,500
8,101.58,102.56,101.17,101.98,500
9,101.98,102.83,100.36,100.78,500
10,100.78,102.24,100.52,101.56,500
11,101.56,102.18,101.36,101.78,500
12,101.78,101.83,100.62,100.65,500
13,100.65,102.42,100.28,102.07,500
14,102.07,103.24,101.83,102.62,500
15,102.62,103.10,101.06,101.57,500
16,101.57,102.71,101.14,101.82,500
17,101.82,102.45,100.76,100.89,500
18,100.89,101.36,98.74,99.55,500
19,99.55,100.49,99.01,100.15,500
20,100.15,100.44,98.61,98.78,500
21,98.78,99.51,98.14,99.36,500
22,99.36,99.88,98.49,99.62,500
23,99.62,99.66,97.64,98.22,500
24,98.22,98.70,97.06,97.51,500
25,97.51,97.63,96.67,97.52,500
26,97.52,97.93,96.37,96.47,500
27,96.47,98.47,95.62,97.99,500
28,97.99,100.12,97.93,99.64,500
29,99.64,100.12,97.78,98.61,500
30,98.61,99.05,97.58,98.19,500
31,98.19,99.05,98.09,98.16,500
32,98.16,98.25,97.05,97.52,500
33,97.52,98.53,97.30,97.92,500
34,97.92,98.98,97.06,98.43,500
35,98.43,99.65,98.28,99.61,500
36,99.61,100.65,99.24,100.05,500
37,100.05,102.01,99.22,101.46,500
38,101.46,101.60,100.57,101.28,500
39,101.28,101.89,99.80,100.37,500
40,100.37,101.15,99.70,100.77,500
41,100.77,101.41,98.85,99.34,500
42,99.34,101.48,98.81,100.78,500
43,100.78,100.95,100.50,100.51,500
44,100.51,100.98,99.51,100.21,500
45,100.21,101.56,99.38,101.29,500
46,101.29,102.77,100.86,102.65,500
47,102.65,104.06,101.86,103.59,500
48,103.59,103.91,102.48,103.27,500
49,103.27,104.57,102.57,103.73,500
50,103.73,104.62,102.31,102.69,500
51,102.69,104.40,102.47,103.59,500
52,103.59,104.09,102.42,103.24,500
53,103.24,104.04,102.40,102.64,500
54,102.64,102.81,102.17,102.59,500
55,102.59,103.09,101.92,102.01,500
56,102.01,102.57,99.96,100.74,500
57,100.74,102.01,100.26,101.79,500
58,101.79,102.46,99.73,100.54,500
59,100.54,102.06,100.22,101.58,500
60,101.58,102.11,100.82,101.93,500
61,101.93,102.78,101.75,102.64,500
62,102.64,103.11,102.08,102.64,500
63,102.64,102.97,101.78,102.45,500
64,102.45,102.98,100.49,100.72,500
65,100.72,101.02,99.52,99.81,500
66,99.81,99.91,98.84,99.55,500
67,99.55,100.98,99.27,100.43,500
68,100.43,102.01,99.75,101.64,500
69,101.64,103.34,101.50,102.67,500
70,102.67,103.25,101.92,101.94,500
71,101.94,102.60,101.28,101.90,500
72,101.90,102.59,101.45,101.49,500
73,101.49,102.21,100.61,100.64,500
74,100.64,101.19,100.31,100.54,500
75,100.54,101.32,98.78,99.37,500
76,99.37,100.20,98.39,98.76,500
77,98.76,99.58,98.39,99.17,500
78,99.17,100.26,98.65,99.46,500
79,99.46,100.38,98.78,99.59,500
80,99.59,100.21,98.80,99.51,500
81,99.51,99.67,98.77,99.42,500
82,99.42,100.56,98.65,100.15,500
83,100.15,101.05,99.65,100.34,500
84,100.34,100.47,99.35,99.63,500
85,99.63,100.71,99.63,100.45,500
86,100.45,101.17,98.60,99.09,500
87,99.09,99.64,97.21,97.95,500
88,97.95,99.56,97.78,98.89,500
89,98.89,100.19,98.13,99.31,500
90,99.31,100.12,97.40,98.20,500
91,98.20,98.93,97.64,97.74,500
92,97.74,97.77,96.81,97.21,500
93,97.21,97.94,96.83,97.57,500
94,97.57,99.36,97.45,98.73,500
95,98.73,100.21,98.44,99.92,500
96,99.92,100.65,98.19,98.73,500
97,98.73,99.51,98.65,99.08,500
98,99.08,99.41,98.27,98.33,500
99,98.33,100.53,97.94,99.89,500
100,99.89,100.14,99.46,100.03,500
101,100.03,100.44,97.74,98.54,500
102,98.54,100.08,98.24,99.19,500
103,99.19,99.65,98.13,98.36,500
104,98.36,99.20,98.01,98.72,500
105,98.72,98.98,96.89,97.71,500
106,97.71,99.30,97.33,98.50,500
107,98.50,100.21,98.34,99.76,500
108,99.76,100.24,98.62,99.01,500
109,99.01,100.07,98.61,100.01,500
110,100.01,100.27,98.37,98.66,500
111,98.66,99.55,97.05,97.31,500
112,97.31,99.62,97.08,98.91,500
113,98.91,99.08,97.94,98.24,500
114,98.24,100.66,97.98,99.85,500
115,99.85,99.86,98.57,99.41,500
116,99.41,100.17,99.34,100.08,500
117,100.08,100.33,98.29,99.03,500
118,99.03,99.63,97.08,97.64,500
119,97.64,98.32,96.42,97.25,500
120,97.25,98.19,96.42,97.41,500
121,97.41,98.98,97.20,98.85,500
122,98.85,100.76,98.36,100.26,500
123,100.26,100.42,98.59,99.03,500
124,99.03,100.05,98.41,99.65,500
125,99.65,100.45,97.93,98.47,500
126,98.47,100.59,98.00,99.78,500
127,99.78,99.87,98.91,99.79,500
128,99.79,100.59,99.39,99.39,500
129,99.39,100.36,99.11,99.46,500
130,99.46,100.60,99.43,100.01,500
131,100.01,100.71,99.17,99.46,500
132,99.46,99.54,98.57,99.25,500
133,99.25,99.63,97.60,98.00,500
134,98.00,98.54,97.05,97.88,500
135,97.88,98.79,97.13,98.36,500
