Timestamp,Open,High,Low,Close,Volume
1,100,100.36,99.76,100.01,500
2,100.01,100.94,99.53,100.19,500
3,100.19,101.07,99.91,100.68,500
4,100.68,101.18,100.39,100.89,500
5,100.89,102.19,100.86,101.57,500
6,101.57,102.03,101.24,101.50,500
7,101.50,102.32,100.81,102.18,500
8,102.18,102.87,101.49,102.61,500
9,102.61,103.37,101.89,102.96,500
10,102.96,103.76,102.55,103.07,500
11,103.07,103.47,102.39,103.05,500
12,103.05,103.53,102.89,103.18,500
13,103.18,103.42,103.10,103.32,500
14,103.32,103.93,102.94,103.24,500
15,103.24,104.35,102.70,103.56,500
16,103.56,103.88,103.13,103.59,500
17,103.59,104.18,103.11,104.00,500
18,104.00,104.96,103.43,104.61,500
19,104.61,105.28,104.53,104.90,500
20,104.90,105.78,104.57,105.16,500
21,105.16,106.01,104.67,105.63,500
22,105.63,106.42,104.94,106.20,500
23,106.20,107.08,105.94,106.52,500
24,106.52,107.67,106.16,107.09,500
25,107.09,107.92,106.76,107.16,500
26,107.16,107.56,106.89,107.45,500
27,107.45,107.81,107.32,107.49,500
28,107.49,108.18,106.98,107.68,500
29,107.68,108.47,107.62,108.30,500
30,108.30,108.94,107.51,108.29,500
31,108.29,108.98,108.00,108.27,500
32,108.27,108.97,108.05,108.71,500
33,108.71,109.77,108.15,109.22,500
34,109.22,110.27,108.69,109.77,500
35,109.77,110.50,109.37,109.85,500
36,109.85,110.40,109.47,109.86,500
37,109.86,110.81,109.60,110.01,500
38,110.01,110.74,109.70,110.52,500
39,110.52,110.91,109.84,110.63,500
40,110.63,112.06,110.58,111.31,500
41,111.31,112.18,110.59,111.84,500
42,111.84,112.61,111.16,112.03,500
43,112.03,112.46,111.52,112.03,500
44,112.03,112.62,111.67,112.04,500
45,112.04,112.74,111.42,112.45,500
46,112.45,112.86,111.80,112.75,500
47,112.75,113.36,112.31,112.75,500
48,112.75,113.77,112.12,113.13,500
49,113.13,113.80,112.65,113.53,500
50,113.53,114.53,112.76,114.19,500
51,114.19,114.82,113.23,113.83,500
52,113.83,113.85,113.48,113.64,500
53,113.64,114.33,113.48,113.55,500
54,113.55,113.56,113.26,113.37,500
55,113.37,113.50,113.12,113.34,500
56,113.34,113.45,112.62,113.34,500
57,113.34,113.96,112.96,113.13,500
58,113.13,113.80,112.32,112.47,500
59,112.47,112.63,111.69,112.19,500
60,112.19,112.76,111.25,111.57,500
61,111.57,111.71,110.98,111.08,500
62,111.08,111.65,110.17,110.92,500
