Timestamp,Open,High,Low,Close,Volume
1,100,100.10,92.06,96.25,500
2,96.25,104.46,94.11,99.44,500
3,99.44,104.00,95.92,101.10,500
4,101.10,106.05,91.19,96.67,500
5,96.67,101.43,92.34,94.92,500
6,94.92,97.36,89.07,92.32,500
7,92.32,97.83,86.12,86.87,500
8,86.87,90.72,79.69,82.90,500
9,82.90,90.46,79.32,85.82,500
10,85.82,88.28,85.15,85.85,500
11,85.85,89.92,82.22,89.76,500
12,89.76,90.57,86.19,87.86,500
13,87.86,95.82,85.36,93.11,500
14,93.11,94.75,84.05,89.29,500
15,89.29,92.37,85.20,91.18,500
16,91.18,96.06,87.98,95.84,500
17,95.84,102.29,91.21,99.57,500
18,99.57,107.63,98.86,102.75,500
19,102.75,107.15,100.81,106.99,500
20,106.99,107.06,102.93,103.12,500
21,103.12,106.44,102.76,105.70,500
22,105.70,107.22,101.06,105.43,500
23,105.43,105.53,99.63,103.19,500
24,103.19,104.86,94.40,99.40,500
25,99.40,104.03,91.84,95.31,500
26,95.31,97.88,89.74,92.12,500
27,92.12,99.86,88.10,95.49,500
28,95.49,98.96,85.90,90.75,500
29,90.75,91.03,87.74,88.47,500
30,88.47,90.84,87.89,88.54,500
31,88.54,97.25,86.15,93.05,500
32,93.05,95.21,91.29,92.09,500
33,92.09,96.77,87.38,95.78,500
34,95.78,103.19,95.68,100.03,500
35,100.03,107.60,99.14,104.13,500
36,104.13,111.46,104.06,108.10,500
37,108.10,111.51,105.17,107.86,500
38,107.86,113.41,106.98,111.81,500
39,111.81,115.20,107.26,109.57,500
40,109.57,110.51,104.91,106.03,500
41,106.03,111.44,103.26,107.65,500
42,107.65,109.13,105.27,108.15,500
43,108.15,111.53,105.75,107.90,500
44,107.90,109.47,106.47,107.87,500
45,107.87,112.33,106.89,108.08,500
46,108.08,111.02,103.52,110.38,500
47,110.38,114.51,108.62,112.73,500
48,112.73,112.87,105.78,109.29,500
49,109.29,110.11,107.01,109.94,500
50,109.94,110.56,104.64,107.99,500
51,107.99,112.98,103.44,109.67,500
52,109.67,112.61,105.87,111.46,500
53,111.46,113.06,108.80,110.99,500
54,110.99,114.53,106.68,112.64,500
55,112.64,117.54,111.06,113.21,500
56,113.21,114.88,109.14,111.00,500
57,111.00,117.41,108.58,115.12,500
58,115.12,116.78,111.58,115.10,500
59,115.10,120.46,111.85,118.14,500
60,118.14,125.05,117.43,120.84,500
61,120.84,125.88,118.41,125.08,500
62,125.08,130.36,122.53,126.93,500
63,126.93,130.39,122.49,125.20,500
64,125.20,126.44,120.84,124.09,500
65,124.09,124.37,120.00,123.96,500
66,123.96,126.27,123.01,123.23,500
67,123.23,124.54,119.72,122.41,500
68,122.41,123.69,116.47,118.94,500
69,118.94,119.69,114.95,116.33,500
70,116.33,119.71,110.99,113.84,500
71,113.84,116.34,109.08,110.57,500
72,110.57,113.26,108.24,109.17,500
73,109.17,112.47,107.69,108.34,500
74,108.34,114.00,106.20,110.30,500
75,110.30,114.77,109.43,112.45,500
76,112.45,114.60,111.24,114.54,500
77,114.54,118.90,110.85,117.23,500
78,117.23,120.32,114.75,118.75,500
79,118.75,122.26,115.50,118.81,500
80,118.81,124.23,116.49,122.23,500
81,122.23,122.62,116.88,120.47,500
82,120.47,124.62,118.05,123.60,500
83,123.60,124.18,121.54,122.91,500
84,122.91,124.55,120.34,124.49,500
85,124.49,129.52,123.19,127.22,500
86,127.22,128.25,121.92,124.43,500
87,124.43,125.83,123.01,123.61,500
